source,file,run,size,activity,ns
ncdc,ncdc_ewr_station.json,1,191,saving,14510
ncdc,ncdc_ewr_station.json,1,191,writing,497104
fda,recall100.json,1,2117776,reading,2812670787
fda,recall100.json,1,2117776,loading,46676220
fda,recall100.json,1,2117776,saving,23372067
fda,recall100.json,1,2117776,writing,2171462032
rv,agni.json,1,89267,reading,122631165
rv,agni.json,1,89267,loading,2181527
rv,agni.json,1,89267,saving,1447220
rv,agni.json,1,89267,writing,140290340
gh,gh_mgree_events.json,1,168832,reading,231123512
gh,gh_mgree_events.json,1,168832,loading,2336749
gh,gh_mgree_events.json,1,168832,saving,1797981
gh,gh_mgree_events.json,1,168832,writing,136104805
fda,recall10.json,1,212061,reading,289918438
fda,recall10.json,1,212061,loading,4442720
fda,recall10.json,1,212061,saving,2631862
fda,recall10.json,1,212061,writing,212222132
json.org,json_eg2.json,1,242,reading,558275
json.org,json_eg2.json,1,242,loading,68529
json.org,json_eg2.json,1,242,saving,33840
json.org,json_eg2.json,1,242,writing,783935
ncdc,ncdc_locationcategories.json,1,543,reading,1181254
ncdc,ncdc_locationcategories.json,1,543,loading,97400
ncdc,ncdc_locationcategories.json,1,543,saving,45615
ncdc,ncdc_locationcategories.json,1,543,writing,1537890
gh,mgree_repos.json,1,159905,reading,217430134
gh,mgree_repos.json,1,159905,loading,2061215
gh,mgree_repos.json,1,159905,saving,1874739
gh,mgree_repos.json,1,159905,writing,186693461
ncdc,ncdc_stations_big.json,1,200908,reading,273399127
ncdc,ncdc_stations_big.json,1,200908,loading,7746393
ncdc,ncdc_stations_big.json,1,200908,saving,4418701
ncdc,ncdc_stations_big.json,1,200908,writing,379896171
json.org,json_eg1.json,1,583,reading,1174427
json.org,json_eg1.json,1,583,loading,78808
json.org,json_eg1.json,1,583,saving,34611
json.org,json_eg1.json,1,583,writing,839829
fda,recall.json,1,22475,reading,31072938
fda,recall.json,1,22475,loading,594393
fda,recall.json,1,22475,saving,273686
fda,recall.json,1,22475,writing,21976040
ncdc,ncdc_datasets.json,1,1625,reading,2669555
ncdc,ncdc_datasets.json,1,1625,loading,122035
ncdc,ncdc_datasets.json,1,1625,saving,62796
ncdc,ncdc_datasets.json,1,1625,writing,3403668
ncdc,ncdc_07030.json,1,111,reading,433986
ncdc,ncdc_07030.json,1,111,loading,53377
ncdc,ncdc_07030.json,1,111,saving,15710
ncdc,ncdc_07030.json,1,111,writing,430952
penguin,linux.json,1,64401,reading,87187638
penguin,linux.json,1,64401,loading,636008
penguin,linux.json,1,64401,saving,602086
penguin,linux.json,1,64401,writing,37597855
fda,registrationlisting100.json,1,214459,reading,283750359
fda,registrationlisting100.json,1,214459,loading,3869243
fda,registrationlisting100.json,1,214459,saving,3450650
fda,registrationlisting100.json,1,214459,writing,225137021
ncdc,ncdc_07030_stations.json,1,1476,reading,2217339
ncdc,ncdc_07030_stations.json,1,1476,loading,133265
ncdc,ncdc_07030_stations.json,1,1476,saving,60987
ncdc,ncdc_07030_stations.json,1,1476,writing,3238701
penguin,bsd.json,1,5415,reading,7808684
penguin,bsd.json,1,5415,loading,108649
penguin,bsd.json,1,5415,saving,83349
penguin,bsd.json,1,5415,writing,3457938
ncdc,ncdc_datatypes.json,1,4013,reading,5826018
ncdc,ncdc_datatypes.json,1,4013,loading,173364
ncdc,ncdc_datatypes.json,1,4013,saving,97725
ncdc,ncdc_datatypes.json,1,4013,writing,6422288
fda,tobacco.json,1,1144,reading,1717333
fda,tobacco.json,1,1144,loading,80254
fda,tobacco.json,1,1144,saving,41161
fda,tobacco.json,1,1144,writing,959344
gh,gh_emoji.json,1,173641,reading,234913070
gh,gh_emoji.json,1,173641,loading,1591880
gh,gh_emoji.json,1,173641,saving,1699289
gh,gh_emoji.json,1,173641,writing,82905528
gh,ffs_issues.json,1,38158,reading,56504352
gh,ffs_issues.json,1,38158,loading,536885
gh,ffs_issues.json,1,38158,saving,493886
gh,ffs_issues.json,1,38158,writing,36452935
json.org,json_eg4.json,1,3468,reading,4878326
json.org,json_eg4.json,1,3468,loading,112081
json.org,json_eg4.json,1,3468,saving,101948
json.org,json_eg4.json,1,3468,writing,4128835
rv,animal.json,1,7051,reading,9761974
rv,animal.json,1,7051,loading,219222
rv,animal.json,1,7051,saving,152445
rv,animal.json,1,7051,writing,10566920
gov.uk,bank-holidays.json,1,15124,reading,22225598
gov.uk,bank-holidays.json,1,15124,loading,648689
gov.uk,bank-holidays.json,1,15124,saving,521374
gov.uk,bank-holidays.json,1,15124,writing,34711115
penguin,bsd.json,2,5415,reading,7300749
penguin,bsd.json,2,5415,loading,106184
penguin,bsd.json,2,5415,saving,96026
penguin,bsd.json,2,5415,writing,3646554
json.org,json_eg1.json,2,583,reading,783616
json.org,json_eg1.json,2,583,loading,71828
json.org,json_eg1.json,2,583,saving,35162
json.org,json_eg1.json,2,583,writing,988533
ncdc,ncdc_zips.json,2,2851,reading,4071943
ncdc,ncdc_zips.json,2,2851,loading,138969
ncdc,ncdc_zips.json,2,2851,saving,104633
ncdc,ncdc_zips.json,2,2851,writing,5939620
synthetic,list2.json,2,25,reading,248918
synthetic,list2.json,2,25,loading,61385
synthetic,list2.json,2,25,saving,19117
synthetic,list2.json,2,25,writing,277082
ncdc,ncdc_07030_stations.json,2,1476,reading,1962730
ncdc,ncdc_07030_stations.json,2,1476,loading,116920
ncdc,ncdc_07030_stations.json,2,1476,saving,63375
ncdc,ncdc_07030_stations.json,2,1476,writing,3220435
gh,gh_licenses.json,2,2507,reading,3756368
gh,gh_licenses.json,2,2507,loading,98768
gh,gh_licenses.json,2,2507,saving,71278
gh,gh_licenses.json,2,2507,writing,3325139
rv,human_male.json,2,603912,reading,821778842
rv,human_male.json,2,603912,loading,16169152
rv,human_male.json,2,603912,saving,10157801
rv,human_male.json,2,603912,writing,1081369921
doi,doi_10.1000_1.json,2,369,reading,834926
doi,doi_10.1000_1.json,2,369,loading,72546
doi,doi_10.1000_1.json,2,369,saving,33527
doi,doi_10.1000_1.json,2,369,writing,1060795
fda,registrationlisting.json,2,3228,reading,4544493
fda,registrationlisting.json,2,3228,loading,108597
fda,registrationlisting.json,2,3228,saving,95977
fda,registrationlisting.json,2,3228,writing,4136310
penguin,dekeijzer.json,2,446,reading,927739
penguin,dekeijzer.json,2,446,loading,47330
penguin,dekeijzer.json,2,446,saving,28254
penguin,dekeijzer.json,2,446,writing,773450
rv,animal.json,2,7051,reading,10023333
rv,animal.json,2,7051,loading,274176
rv,animal.json,2,7051,saving,164451
rv,animal.json,2,7051,writing,13650631
fda,tobacco100.json,2,63634,reading,85270457
fda,tobacco100.json,2,63634,loading,1089184
fda,tobacco100.json,2,63634,saving,615693
fda,tobacco100.json,2,63634,writing,46467782
synthetic,object_null.json,2,95,reading,375536
synthetic,object_null.json,2,95,loading,35262
synthetic,object_null.json,2,95,saving,20614
synthetic,object_null.json,2,95,writing,331396
json.org,json_eg2.json,2,242,reading,678829
json.org,json_eg2.json,2,242,loading,73248
json.org,json_eg2.json,2,242,saving,28926
json.org,json_eg2.json,2,242,writing,661458
fda,event.json,2,1819,reading,2661179
fda,event.json,2,1819,loading,93499
fda,event.json,2,1819,saving,77620
fda,event.json,2,1819,writing,2275780
ncdc,ncdc_locations.json,2,2808,reading,4208323
ncdc,ncdc_locations.json,2,2808,loading,187555
ncdc,ncdc_locations.json,2,2808,saving,95231
ncdc,ncdc_locations.json,2,2808,writing,6155315
synthetic,object.json,2,77,reading,335504
synthetic,object.json,2,77,loading,35779
synthetic,object.json,2,77,saving,18610
synthetic,object.json,2,77,writing,332779
gh,gh_events.json,2,54778,reading,75292213
gh,gh_events.json,2,54778,loading,874315
gh,gh_events.json,2,54778,saving,644783
gh,gh_events.json,2,54778,writing,49345810
synthetic,obj_rename.json,2,69,reading,342053
synthetic,obj_rename.json,2,69,loading,31241
synthetic,obj_rename.json,2,69,saving,13243
synthetic,obj_rename.json,2,69,writing,383308
fda,tobacco10.json,2,6567,reading,9583058
fda,tobacco10.json,2,6567,loading,159791
fda,tobacco10.json,2,6567,saving,111887
fda,tobacco10.json,2,6567,writing,5151444
json.org,json_eg5.json,2,873,reading,1855579
json.org,json_eg5.json,2,873,loading,77284
json.org,json_eg5.json,2,873,saving,58912
json.org,json_eg5.json,2,873,writing,2155426
rv,agni.json,2,89267,reading,119335456
rv,agni.json,2,89267,loading,2443394
rv,agni.json,2,89267,saving,1449083
rv,agni.json,2,89267,writing,127991118
gh,gh_apache2.json,2,12591,reading,17864726
gh,gh_apache2.json,2,12591,loading,80558
gh,gh_apache2.json,2,12591,saving,54367
gh,gh_apache2.json,2,12591,writing,3769532
ncdc,ncdc_stations_big.json,2,200908,reading,269600184
ncdc,ncdc_stations_big.json,2,200908,loading,7504670
ncdc,ncdc_stations_big.json,2,200908,saving,4684182
ncdc,ncdc_stations_big.json,2,200908,writing,418829091
fda,tobacco.json,2,1144,reading,1842659
fda,tobacco.json,2,1144,loading,83145
fda,tobacco.json,2,1144,saving,52186
fda,tobacco.json,2,1144,writing,12818161
gh,mgree.json,2,1331,reading,2051124
gh,mgree.json,2,1331,loading,53526
gh,mgree.json,2,1331,saving,58107
gh,mgree.json,2,1331,writing,1778461
ncdc,ncdc_locationcategories.json,2,543,reading,969566
ncdc,ncdc_locationcategories.json,2,543,loading,128706
ncdc,ncdc_locationcategories.json,2,543,saving,48253
ncdc,ncdc_locationcategories.json,2,543,writing,1496165
ncdc,ncdc_ewr_station.json,2,191,reading,586231
ncdc,ncdc_ewr_station.json,2,191,loading,46697
ncdc,ncdc_ewr_station.json,2,191,saving,14421
ncdc,ncdc_ewr_station.json,2,191,writing,572476
fda,waterpipe.json,2,1955,reading,2805949
fda,waterpipe.json,2,1955,loading,83163
fda,waterpipe.json,2,1955,saving,50213
fda,waterpipe.json,2,1955,writing,1578767
json.org,json_eg4.json,2,3468,reading,5021985
json.org,json_eg4.json,2,3468,loading,126360
json.org,json_eg4.json,2,3468,saving,93684
json.org,json_eg4.json,2,3468,writing,3852767
fda,recall10.json,2,212061,reading,290425226
fda,recall10.json,2,212061,loading,4766317
fda,recall10.json,2,212061,saving,2628590
fda,recall10.json,2,212061,writing,205266247
doi,doi_smoosh.json,2,537,reading,946971
doi,doi_smoosh.json,2,537,loading,87348
doi,doi_smoosh.json,2,537,saving,41924
doi,doi_smoosh.json,2,537,writing,1252043
rv,demons.json,2,194,reading,534663
rv,demons.json,2,194,loading,60654
rv,demons.json,2,194,saving,30371
rv,demons.json,2,194,writing,497420
gh,mgree_repos.json,2,159905,reading,213287442
gh,mgree_repos.json,2,159905,loading,2116197
gh,mgree_repos.json,2,159905,saving,1532668
gh,mgree_repos.json,2,159905,writing,116915543
json.org,json_eg3.json,2,602,reading,1075039
json.org,json_eg3.json,2,602,loading,42972
json.org,json_eg3.json,2,602,saving,32831
json.org,json_eg3.json,2,602,writing,1080612
fda,tobacco_products.json,2,2345,reading,3463642
fda,tobacco_products.json,2,2345,loading,99208
fda,tobacco_products.json,2,2345,saving,74704
fda,tobacco_products.json,2,2345,writing,2513908
gh,gh_mgree_events.json,2,168832,reading,229783334
gh,gh_mgree_events.json,2,168832,loading,2401701
gh,gh_mgree_events.json,2,168832,saving,1895201
gh,gh_mgree_events.json,2,168832,writing,132309817
ncdc,ncdc_datasets.json,2,1625,reading,2464136
ncdc,ncdc_datasets.json,2,1625,loading,115645
ncdc,ncdc_datasets.json,2,1625,saving,69326
ncdc,ncdc_datasets.json,2,1625,writing,3593335
gh,gh_emoji.json,2,173641,reading,235180008
gh,gh_emoji.json,2,173641,loading,1476520
gh,gh_emoji.json,2,173641,saving,1902659
gh,gh_emoji.json,2,173641,writing,191987912
gh,ffs.json,2,5089,reading,7737007
gh,ffs.json,2,5089,loading,138058
gh,ffs.json,2,5089,saving,86710
gh,ffs.json,2,5089,writing,4339277
ncdc,ncdc_07030.json,2,111,reading,422410
ncdc,ncdc_07030.json,2,111,loading,37271
ncdc,ncdc_07030.json,2,111,saving,21101
ncdc,ncdc_07030.json,2,111,writing,456063
penguin,grisham.json,2,22488,reading,33404501
penguin,grisham.json,2,22488,loading,896859
penguin,grisham.json,2,22488,saving,861789
penguin,grisham.json,2,22488,writing,45031531
fda,recall100.json,2,2117776,reading,2765359703
fda,recall100.json,2,2117776,loading,46224643
fda,recall100.json,2,2117776,saving,22797335
fda,recall100.json,2,2117776,writing,2037176923
penn,historic-20181028.json,2,1468638,reading,1952401224
penn,historic-20181028.json,2,1468638,loading,35150100
penn,historic-20181028.json,2,1468638,saving,24382963
penn,historic-20181028.json,2,1468638,writing,1691921485
gov.uk,bank-holidays.json,2,15124,reading,22470772
gov.uk,bank-holidays.json,2,15124,loading,789708
gov.uk,bank-holidays.json,2,15124,saving,498001
gov.uk,bank-holidays.json,2,15124,writing,34373260
gh,kmt.json,2,4979,reading,8033939
gh,kmt.json,2,4979,loading,110989
gh,kmt.json,2,4979,saving,105655
gh,kmt.json,2,4979,writing,4896417
fda,recall50.json,2,1049501,reading,1382160412
fda,recall50.json,2,1049501,loading,22771771
fda,recall50.json,2,1049501,saving,11829910
fda,recall50.json,2,1049501,writing,1069650223
fda,recall.json,2,22475,reading,31306347
fda,recall.json,2,22475,loading,574210
fda,recall.json,2,22475,saving,337226
fda,recall.json,2,22475,writing,21598528
gh,gh_gpl3.json,2,36979,reading,50827102
gh,gh_gpl3.json,2,36979,loading,75884
gh,gh_gpl3.json,2,36979,saving,65125
gh,gh_gpl3.json,2,36979,writing,8101508
ncdc,ncdc_datatypes.json,2,4013,reading,5734887
ncdc,ncdc_datatypes.json,2,4013,loading,160345
ncdc,ncdc_datatypes.json,2,4013,saving,97219
ncdc,ncdc_datatypes.json,2,4013,writing,5378251
penguin,rust.json,2,161726,reading,217762756
penguin,rust.json,2,161726,loading,813875
penguin,rust.json,2,161726,saving,806203
penguin,rust.json,2,161726,writing,36591722
ncdc,ncdc_gsom_sample.json,2,2867,reading,4106427
ncdc,ncdc_gsom_sample.json,2,2867,loading,156371
ncdc,ncdc_gsom_sample.json,2,2867,saving,96942
ncdc,ncdc_gsom_sample.json,2,2867,writing,5905076
fda,registrationlisting100.json,2,214459,reading,282484234
fda,registrationlisting100.json,2,214459,loading,3784088
fda,registrationlisting100.json,2,214459,saving,3330044
fda,registrationlisting100.json,2,214459,writing,218518543
penguin,linux.json,2,64401,reading,88281197
penguin,linux.json,2,64401,loading,807815
penguin,linux.json,2,64401,saving,648486
penguin,linux.json,2,64401,writing,72524539
fda,event100.json,2,2945177,reading,3785509094
fda,event100.json,2,2945177,loading,48380375
fda,event100.json,2,2945177,saving,24310864
fda,event100.json,2,2945177,writing,1891932106
ncdc,ncdc_datacategories.json,2,1075,reading,1919609
ncdc,ncdc_datacategories.json,2,1075,loading,120162
ncdc,ncdc_datacategories.json,2,1075,saving,72101
ncdc,ncdc_datacategories.json,2,1075,writing,2863846
gh,ffs_issues.json,2,38158,reading,53226895
gh,ffs_issues.json,2,38158,loading,508534
gh,ffs_issues.json,2,38158,saving,501279
gh,ffs_issues.json,2,38158,writing,31284852
gh,gh_emoji.json,3,173641,reading,224536422
gh,gh_emoji.json,3,173641,loading,1623820
gh,gh_emoji.json,3,173641,saving,1810812
gh,gh_emoji.json,3,173641,writing,79200081
doi,doi_smoosh.json,3,537,reading,969088
doi,doi_smoosh.json,3,537,loading,77033
doi,doi_smoosh.json,3,537,saving,44183
doi,doi_smoosh.json,3,537,writing,1246633
gh,gh_events.json,3,54778,reading,74158049
gh,gh_events.json,3,54778,loading,842671
gh,gh_events.json,3,54778,saving,710907
gh,gh_events.json,3,54778,writing,45223635
fda,tobacco_products.json,3,2345,reading,3182841
fda,tobacco_products.json,3,2345,loading,105008
fda,tobacco_products.json,3,2345,saving,75194
fda,tobacco_products.json,3,2345,writing,2175359
ncdc,ncdc_datasets.json,3,1625,reading,2157397
ncdc,ncdc_datasets.json,3,1625,loading,104806
ncdc,ncdc_datasets.json,3,1625,saving,65765
ncdc,ncdc_datasets.json,3,1625,writing,3583804
json.org,json_eg5.json,3,873,reading,2258769
json.org,json_eg5.json,3,873,loading,97178
json.org,json_eg5.json,3,873,saving,49896
json.org,json_eg5.json,3,873,writing,1910947
json.org,json_eg3.json,3,602,reading,856695
json.org,json_eg3.json,3,602,loading,43216
json.org,json_eg3.json,3,602,saving,29875
json.org,json_eg3.json,3,602,writing,981148
fda,recall.json,3,22475,reading,31036552
fda,recall.json,3,22475,loading,622230
fda,recall.json,3,22475,saving,297699
fda,recall.json,3,22475,writing,20151324
ncdc,ncdc_07030.json,3,111,reading,200447
ncdc,ncdc_07030.json,3,111,loading,38686
ncdc,ncdc_07030.json,3,111,saving,20791
ncdc,ncdc_07030.json,3,111,writing,410561
gh,gh_apache2.json,3,12591,reading,19457420
gh,gh_apache2.json,3,12591,loading,84205
gh,gh_apache2.json,3,12591,saving,50123
gh,gh_apache2.json,3,12591,writing,3591353
fda,event100.json,3,2945177,reading,3790028371
fda,event100.json,3,2945177,loading,48851134
fda,event100.json,3,2945177,saving,25644100
fda,event100.json,3,2945177,writing,1958468204
fda,tobacco100.json,3,63634,reading,87146051
fda,tobacco100.json,3,63634,loading,1078140
fda,tobacco100.json,3,63634,saving,702937
fda,tobacco100.json,3,63634,writing,44024254
penguin,linux.json,3,64401,reading,86622617
penguin,linux.json,3,64401,loading,899826
penguin,linux.json,3,64401,saving,984123
penguin,linux.json,3,64401,writing,36143529
synthetic,list2.json,3,25,reading,302671
synthetic,list2.json,3,25,loading,57263
synthetic,list2.json,3,25,saving,20881
synthetic,list2.json,3,25,writing,317824
penguin,dekeijzer.json,3,446,reading,830033
penguin,dekeijzer.json,3,446,loading,36640
penguin,dekeijzer.json,3,446,saving,36622
penguin,dekeijzer.json,3,446,writing,834745
fda,tobacco10.json,3,6567,reading,9118181
fda,tobacco10.json,3,6567,loading,247214
fda,tobacco10.json,3,6567,saving,91868
fda,tobacco10.json,3,6567,writing,4605926
ncdc,ncdc_zips.json,3,2851,reading,4086494
ncdc,ncdc_zips.json,3,2851,loading,139588
ncdc,ncdc_zips.json,3,2851,saving,132165
ncdc,ncdc_zips.json,3,2851,writing,5733675
fda,tobacco.json,3,1144,reading,1997133
fda,tobacco.json,3,1144,loading,85156
fda,tobacco.json,3,1144,saving,41448
fda,tobacco.json,3,1144,writing,980069
gh,ffs_issues.json,3,38158,reading,51176156
gh,ffs_issues.json,3,38158,loading,618864
gh,ffs_issues.json,3,38158,saving,615864
gh,ffs_issues.json,3,38158,writing,32420255
penguin,bsd.json,3,5415,reading,8214876
penguin,bsd.json,3,5415,loading,117439
penguin,bsd.json,3,5415,saving,89601
penguin,bsd.json,3,5415,writing,3591324
ncdc,ncdc_ewr_station.json,3,191,reading,1114870
ncdc,ncdc_ewr_station.json,3,191,loading,54462
ncdc,ncdc_ewr_station.json,3,191,saving,19030
ncdc,ncdc_ewr_station.json,3,191,writing,518208
synthetic,object_null.json,3,95,reading,411614
synthetic,object_null.json,3,95,loading,46430
synthetic,object_null.json,3,95,saving,19752
synthetic,object_null.json,3,95,writing,362900
ncdc,ncdc_locations.json,3,2808,reading,4112979
ncdc,ncdc_locations.json,3,2808,loading,179598
ncdc,ncdc_locations.json,3,2808,saving,99305
ncdc,ncdc_locations.json,3,2808,writing,5577556
ncdc,ncdc_07030_stations.json,3,1476,reading,2964594
ncdc,ncdc_07030_stations.json,3,1476,loading,105965
ncdc,ncdc_07030_stations.json,3,1476,saving,59294
ncdc,ncdc_07030_stations.json,3,1476,writing,2729969
ncdc,ncdc_datacategories.json,3,1075,reading,1485507
ncdc,ncdc_datacategories.json,3,1075,loading,101012
ncdc,ncdc_datacategories.json,3,1075,saving,70577
ncdc,ncdc_datacategories.json,3,1075,writing,2849923
fda,recall10.json,3,212061,reading,279716011
fda,recall10.json,3,212061,loading,4740691
fda,recall10.json,3,212061,saving,2290837
fda,recall10.json,3,212061,writing,194330835
fda,recall100.json,3,2117776,reading,2750134615
fda,recall100.json,3,2117776,loading,44392608
fda,recall100.json,3,2117776,saving,22592636
fda,recall100.json,3,2117776,writing,2125071262
ncdc,ncdc_locationcategories.json,3,543,reading,1154663
ncdc,ncdc_locationcategories.json,3,543,loading,90618
ncdc,ncdc_locationcategories.json,3,543,saving,54218
ncdc,ncdc_locationcategories.json,3,543,writing,1536254
json.org,json_eg2.json,3,242,reading,1311900
json.org,json_eg2.json,3,242,loading,75996
json.org,json_eg2.json,3,242,saving,31684
json.org,json_eg2.json,3,242,writing,719607
gh,kmt.json,3,4979,reading,7867678
gh,kmt.json,3,4979,loading,103173
gh,kmt.json,3,4979,saving,99173
gh,kmt.json,3,4979,writing,4501887
ncdc,ncdc_datatypes.json,3,4013,reading,6420591
ncdc,ncdc_datatypes.json,3,4013,loading,150856
ncdc,ncdc_datatypes.json,3,4013,saving,95310
ncdc,ncdc_datatypes.json,3,4013,writing,5933679
gh,mgree.json,3,1331,reading,2599302
gh,mgree.json,3,1331,loading,51071
gh,mgree.json,3,1331,saving,57607
gh,mgree.json,3,1331,writing,1537512
gh,gh_gpl3.json,3,36979,reading,51037421
gh,gh_gpl3.json,3,36979,loading,76740
gh,gh_gpl3.json,3,36979,saving,78132
gh,gh_gpl3.json,3,36979,writing,8858890
rv,agni.json,3,89267,reading,123528198
rv,agni.json,3,89267,loading,2015083
rv,agni.json,3,89267,saving,1548198
rv,agni.json,3,89267,writing,127849865
gh,gh_mgree_events.json,3,168832,reading,226685851
gh,gh_mgree_events.json,3,168832,loading,2190214
gh,gh_mgree_events.json,3,168832,saving,1713605
gh,gh_mgree_events.json,3,168832,writing,188119500
fda,waterpipe.json,3,1955,reading,3024994
fda,waterpipe.json,3,1955,loading,82141
