source,file,run,size,activity,ns
ncdc,ncdc_locationcategories.json,8,543,writing,29318
fake,object.json,3,77,reading json,150900
fake,object.json,3,77,inodes,27547
fake,object.json,3,77,saving,23922
fake,object.json,3,77,writing,13932
gh,mgree.json,10,1331,reading json,2261370
gh,mgree.json,10,1331,inodes,62357
gh,mgree.json,10,1331,saving,48940
gh,mgree.json,10,1331,writing,31297
penn,historic-20181028.json,6,1468638,reading json,1869470334
penn,historic-20181028.json,6,1468638,inodes,34415337
penn,historic-20181028.json,6,1468638,saving,26356241
penn,historic-20181028.json,6,1468638,writing,17694571
ncdc,ncdc_datatypes.json,1,4013,reading json,5602757
ncdc,ncdc_datatypes.json,1,4013,inodes,130532
ncdc,ncdc_datatypes.json,1,4013,saving,115728
ncdc,ncdc_datatypes.json,1,4013,writing,101938
json_org,json_eg3.json,9,602,reading json,862411
json_org,json_eg3.json,9,602,inodes,47866
json_org,json_eg3.json,9,602,saving,46620
json_org,json_eg3.json,9,602,writing,22906
ncdc,ncdc_ewr_station.json,7,191,reading json,289068
ncdc,ncdc_ewr_station.json,7,191,inodes,31488
ncdc,ncdc_ewr_station.json,7,191,saving,37732
ncdc,ncdc_ewr_station.json,7,191,writing,23037
penguin,bsd.json,1,5415,reading json,7486456
penguin,bsd.json,1,5415,inodes,106768
penguin,bsd.json,1,5415,saving,92619
penguin,bsd.json,1,5415,writing,65627
gh,mgree.json,7,1331,reading json,1741934
gh,mgree.json,7,1331,inodes,41418
gh,mgree.json,7,1331,saving,48182
gh,mgree.json,7,1331,writing,30964
gh,ffs.json,10,5089,reading json,7203407
gh,ffs.json,10,5089,inodes,76397
gh,ffs.json,10,5089,saving,112032
gh,ffs.json,10,5089,writing,73551
penguin,bsd.json,4,5415,reading json,6891133
penguin,bsd.json,4,5415,inodes,88279
penguin,bsd.json,4,5415,saving,105402
penguin,bsd.json,4,5415,writing,65750
penguin,dekeijzer.json,1,446,reading json,627346
penguin,dekeijzer.json,1,446,inodes,40898
penguin,dekeijzer.json,1,446,saving,30894
penguin,dekeijzer.json,1,446,writing,21466
fda,registrationlisting100.json,5,214459,reading json,271738570
fda,registrationlisting100.json,5,214459,inodes,3872667
fda,registrationlisting100.json,5,214459,saving,3814137
fda,registrationlisting100.json,5,214459,writing,3210584
penguin,grisham.json,4,22488,reading json,32445395
penguin,grisham.json,4,22488,inodes,857856
penguin,grisham.json,4,22488,saving,803521
penguin,grisham.json,4,22488,writing,647573
fda,tobacco10.json,1,6567,reading json,8498489
fda,tobacco10.json,1,6567,inodes,160620
fda,tobacco10.json,1,6567,saving,111645
fda,tobacco10.json,1,6567,writing,83987
rv,agni.json,4,89267,reading json,120177509
rv,agni.json,4,89267,inodes,1899755
rv,agni.json,4,89267,saving,1859422
rv,agni.json,4,89267,writing,1769665
penguin,rust.json,1,161726,reading json,207497029
penguin,rust.json,1,161726,inodes,815617
penguin,rust.json,1,161726,saving,859627
penguin,rust.json,1,161726,writing,769291
penguin,bsd.json,6,5415,reading json,7261165
penguin,bsd.json,6,5415,inodes,124431
penguin,bsd.json,6,5415,saving,90187
penguin,bsd.json,6,5415,writing,65019
fake,obj_rename.json,1,69,reading json,404481
fake,obj_rename.json,1,69,inodes,31452
fake,obj_rename.json,1,69,saving,21078
fake,obj_rename.json,1,69,writing,11563
ncdc,ncdc_07030_stations.json,7,1476,reading json,2367970
ncdc,ncdc_07030_stations.json,7,1476,inodes,112479
ncdc,ncdc_07030_stations.json,7,1476,saving,69049
ncdc,ncdc_07030_stations.json,7,1476,writing,65159
gh,gh_licenses.json,3,2507,reading json,3240605
gh,gh_licenses.json,3,2507,inodes,88713
gh,gh_licenses.json,3,2507,saving,66987
gh,gh_licenses.json,3,2507,writing,57895
gh,gh_licenses.json,4,2507,reading json,3693362
gh,gh_licenses.json,4,2507,inodes,105137
gh,gh_licenses.json,4,2507,saving,56274
gh,gh_licenses.json,4,2507,writing,44858
fake,object_null.json,4,95,reading json,178954
fake,object_null.json,4,95,inodes,28383
fake,object_null.json,4,95,saving,17964
fake,object_null.json,4,95,writing,12234
json_org,json_eg3.json,4,602,reading json,806497
json_org,json_eg3.json,4,602,inodes,38241
json_org,json_eg3.json,4,602,saving,34256
json_org,json_eg3.json,4,602,writing,22923
penguin,linux.json,7,64401,reading json,85946396
penguin,linux.json,7,64401,inodes,772088
penguin,linux.json,7,64401,saving,706866
penguin,linux.json,7,64401,writing,594336
ncdc,ncdc_07030.json,6,111,reading json,191357
ncdc,ncdc_07030.json,6,111,inodes,29305
ncdc,ncdc_07030.json,6,111,saving,22485
ncdc,ncdc_07030.json,6,111,writing,20977
fda,recall50.json,5,1049501,reading json,1321817244
fda,recall50.json,5,1049501,inodes,21779393
fda,recall50.json,5,1049501,saving,13454583
fda,recall50.json,5,1049501,writing,12599756
gh,gh_mgree_events.json,3,168832,reading json,216444037
gh,gh_mgree_events.json,3,168832,inodes,2097246
gh,gh_mgree_events.json,3,168832,saving,1877689
gh,gh_mgree_events.json,3,168832,writing,1456218
fda,tobacco10.json,7,6567,reading json,8505104
fda,tobacco10.json,7,6567,inodes,170262
fda,tobacco10.json,7,6567,saving,118278
fda,tobacco10.json,7,6567,writing,86435
json_org,json_eg3.json,5,602,reading json,779559
json_org,json_eg3.json,5,602,inodes,37101
json_org,json_eg3.json,5,602,saving,47195
json_org,json_eg3.json,5,602,writing,21216
fda,tobacco10.json,8,6567,reading json,8840353
fda,tobacco10.json,8,6567,inodes,135562
fda,tobacco10.json,8,6567,saving,114742
fda,tobacco10.json,8,6567,writing,83466
ncdc,ncdc_07030_stations.json,8,1476,reading json,1903668
ncdc,ncdc_07030_stations.json,8,1476,inodes,96571
ncdc,ncdc_07030_stations.json,8,1476,saving,71429
ncdc,ncdc_07030_stations.json,8,1476,writing,64307
fda,tobacco_products.json,8,2345,reading json,3079529
fda,tobacco_products.json,8,2345,inodes,84800
fda,tobacco_products.json,8,2345,saving,76662
fda,tobacco_products.json,8,2345,writing,42068
ncdc,ncdc_stations_big.json,6,200908,reading json,265439771
ncdc,ncdc_stations_big.json,6,200908,inodes,6432459
ncdc,ncdc_stations_big.json,6,200908,saving,5421637
ncdc,ncdc_stations_big.json,6,200908,writing,4786801
penguin,linux.json,5,64401,reading json,83470880
penguin,linux.json,5,64401,inodes,663929
penguin,linux.json,5,64401,saving,701972
penguin,linux.json,5,64401,writing,525776
gh,kmt.json,8,4979,reading json,6403036
gh,kmt.json,8,4979,inodes,86746
gh,kmt.json,8,4979,saving,84069
gh,kmt.json,8,4979,writing,54075
json_org,json_eg1.json,1,583,reading json,794197
json_org,json_eg1.json,1,583,inodes,57404
json_org,json_eg1.json,1,583,saving,34422
json_org,json_eg1.json,1,583,writing,22365
penn,historic-20181028.json,9,1468638,reading json,1856192351
penn,historic-20181028.json,9,1468638,inodes,35038438
penn,historic-20181028.json,9,1468638,saving,26437065
penn,historic-20181028.json,9,1468638,writing,17696541
fake,obj_rename.json,3,69,reading json,129290
fake,obj_rename.json,3,69,inodes,23081
fake,obj_rename.json,3,69,saving,15703
fake,obj_rename.json,3,69,writing,13261
ncdc,ncdc_datacategories.json,6,1075,reading json,2293296
ncdc,ncdc_datacategories.json,6,1075,inodes,115792
ncdc,ncdc_datacategories.json,6,1075,saving,79607
ncdc,ncdc_datacategories.json,6,1075,writing,49462
ncdc,ncdc_zips.json,7,2851,reading json,4363588
ncdc,ncdc_zips.json,7,2851,inodes,130299
ncdc,ncdc_zips.json,7,2851,saving,112753
ncdc,ncdc_zips.json,7,2851,writing,101593
gh,gh_emoji.json,7,173641,reading json,223221801
gh,gh_emoji.json,7,173641,inodes,1244338
gh,gh_emoji.json,7,173641,saving,2034344
gh,gh_emoji.json,7,173641,writing,1481285
penguin,bsd.json,5,5415,reading json,6840955
penguin,bsd.json,5,5415,inodes,97191
penguin,bsd.json,5,5415,saving,94765
penguin,bsd.json,5,5415,writing,67025
fda,event.json,8,1819,reading json,2321125
fda,event.json,8,1819,inodes,79057
fda,event.json,8,1819,saving,68367
fda,event.json,8,1819,writing,36509
penguin,bsd.json,8,5415,reading json,7027703
penguin,bsd.json,8,5415,inodes,103285
penguin,bsd.json,8,5415,saving,92051
penguin,bsd.json,8,5415,writing,64931
rv,demons.json,10,194,reading json,516124
rv,demons.json,10,194,inodes,57790
rv,demons.json,10,194,saving,26757
rv,demons.json,10,194,writing,16284
penguin,grisham.json,9,22488,reading json,32031754
penguin,grisham.json,9,22488,inodes,929160
penguin,grisham.json,9,22488,saving,666001
penguin,grisham.json,9,22488,writing,501416
fda,tobacco100.json,9,63634,reading json,82437966
fda,tobacco100.json,9,63634,inodes,1094664
fda,tobacco100.json,9,63634,saving,769029
fda,tobacco100.json,9,63634,writing,683564
penguin,grisham.json,6,22488,reading json,30576749
penguin,grisham.json,6,22488,inodes,922489
penguin,grisham.json,6,22488,saving,907210
penguin,grisham.json,6,22488,writing,674091
ncdc,ncdc_datasets.json,10,1625,reading json,2390570
ncdc,ncdc_datasets.json,10,1625,inodes,107343
ncdc,ncdc_datasets.json,10,1625,saving,75632
ncdc,ncdc_datasets.json,10,1625,writing,66395
gh,gh_emoji.json,3,173641,reading json,222855632
gh,gh_emoji.json,3,173641,inodes,1428426
gh,gh_emoji.json,3,173641,saving,2048371
gh,gh_emoji.json,3,173641,writing,1431518
ncdc,ncdc_datatypes.json,9,4013,reading json,5161056
ncdc,ncdc_datatypes.json,9,4013,inodes,131266
ncdc,ncdc_datatypes.json,9,4013,saving,109207
ncdc,ncdc_datatypes.json,9,4013,writing,104678
ncdc,ncdc_locationcategories.json,4,543,reading json,802001
ncdc,ncdc_locationcategories.json,4,543,inodes,71520
ncdc,ncdc_locationcategories.json,4,543,saving,54068
ncdc,ncdc_locationcategories.json,4,543,writing,30148
fda,registrationlisting.json,6,3228,reading json,4114788
fda,registrationlisting.json,6,3228,inodes,112076
fda,registrationlisting.json,6,3228,saving,84394
fda,registrationlisting.json,6,3228,writing,57216
fda,recall10.json,2,212061,reading json,270410437
fda,recall10.json,2,212061,inodes,4568008
fda,recall10.json,2,212061,saving,2958970
fda,recall10.json,2,212061,writing,2584431
ncdc,ncdc_stations_big.json,2,200908,reading json,266673858
ncdc,ncdc_stations_big.json,2,200908,inodes,6357319
ncdc,ncdc_stations_big.json,2,200908,saving,5400811
ncdc,ncdc_stations_big.json,2,200908,writing,4473991
doi,doi_10.1000_1.json,8,369,reading json,1598998
doi,doi_10.1000_1.json,8,369,inodes,88034
doi,doi_10.1000_1.json,8,369,saving,44562
doi,doi_10.1000_1.json,8,369,writing,22776
json_org,json_eg5.json,7,873,reading json,1406381
json_org,json_eg5.json,7,873,inodes,76402
json_org,json_eg5.json,7,873,saving,55766
json_org,json_eg5.json,7,873,writing,35551
fda,waterpipe.json,4,1955,reading json,2580361
fda,waterpipe.json,4,1955,inodes,74716
fda,waterpipe.json,4,1955,saving,66395
fda,waterpipe.json,4,1955,writing,31950
fda,tobacco100.json,7,63634,reading json,83129730
fda,tobacco100.json,7,63634,inodes,1031441
fda,tobacco100.json,7,63634,saving,763287
fda,tobacco100.json,7,63634,writing,682253
ncdc,ncdc_07030.json,1,111,reading json,190713
ncdc,ncdc_07030.json,1,111,inodes,30223
ncdc,ncdc_07030.json,1,111,saving,26180
ncdc,ncdc_07030.json,1,111,writing,34051
fda,tobacco.json,1,1144,reading json,1534927
fda,tobacco.json,1,1144,inodes,63646
fda,tobacco.json,1,1144,saving,41624
fda,tobacco.json,1,1144,writing,24617
doi,doi_smoosh.json,7,537,reading json,741870
doi,doi_smoosh.json,7,537,inodes,66681
doi,doi_smoosh.json,7,537,saving,44472
doi,doi_smoosh.json,7,537,writing,27847
json_org,json_eg3.json,6,602,reading json,778850
json_org,json_eg3.json,6,602,inodes,36336
json_org,json_eg3.json,6,602,saving,48309
json_org,json_eg3.json,6,602,writing,20513
ncdc,ncdc_locations.json,6,2808,reading json,3914911
ncdc,ncdc_locations.json,6,2808,inodes,142722
ncdc,ncdc_locations.json,6,2808,saving,110328
ncdc,ncdc_locations.json,6,2808,writing,99516
ncdc,ncdc_gsom_sample.json,6,2867,reading json,4252154
ncdc,ncdc_gsom_sample.json,6,2867,inodes,135906
ncdc,ncdc_gsom_sample.json,6,2867,saving,109055
ncdc,ncdc_gsom_sample.json,6,2867,writing,99804
gov.uk,bank-holidays.json,8,15124,reading json,24145192
gov.uk,bank-holidays.json,8,15124,inodes,651257
gov.uk,bank-holidays.json,8,15124,saving,584054
gov.uk,bank-holidays.json,8,15124,writing,466100
gh,mgree.json,5,1331,reading json,1712933
gh,mgree.json,5,1331,inodes,41219
gh,mgree.json,5,1331,saving,51660
gh,mgree.json,5,1331,writing,32929
json_org,json_eg4.json,8,3468,reading json,4912588
json_org,json_eg4.json,8,3468,inodes,107179
json_org,json_eg4.json,8,3468,saving,99003
json_org,json_eg4.json,8,3468,writing,60146
gh,gh_events.json,8,54778,reading json,70897652
gh,gh_events.json,8,54778,inodes,748231
gh,gh_events.json,8,54778,saving,785366
gh,gh_events.json,8,54778,writing,718432
penguin,grisham.json,1,22488,reading json,30867035
penguin,grisham.json,1,22488,inodes,969158
penguin,grisham.json,1,22488,saving,840047
penguin,grisham.json,1,22488,writing,654051
gh,gh_emoji.json,1,173641,reading json,225094537
gh,gh_emoji.json,1,173641,inodes,1441338
gh,gh_emoji.json,1,173641,saving,2009515
gh,gh_emoji.json,1,173641,writing,1413652
ncdc,ncdc_stations_big.json,8,200908,reading json,257530322
ncdc,ncdc_stations_big.json,8,200908,inodes,6623697
ncdc,ncdc_stations_big.json,8,200908,saving,5669267
ncdc,ncdc_stations_big.json,8,200908,writing,4960167
doi,doi_smoosh.json,1,537,reading json,718991
doi,doi_smoosh.json,1,537,inodes,66341
doi,doi_smoosh.json,1,537,saving,44994
doi,doi_smoosh.json,1,537,writing,21987
ncdc,ncdc_datacategories.json,5,1075,reading json,1553948
ncdc,ncdc_datacategories.json,5,1075,inodes,103856
ncdc,ncdc_datacategories.json,5,1075,saving,80467
ncdc,ncdc_datacategories.json,5,1075,writing,48497
fda,recall100.json,2,2117776,reading json,2669744711
fda,recall100.json,2,2117776,inodes,43603053
fda,recall100.json,2,2117776,saving,24477909
fda,recall100.json,2,2117776,writing,20144759
fda,recall100.json,9,2117776,reading json,2648390491
fda,recall100.json,9,2117776,inodes,43929332
fda,recall100.json,9,2117776,saving,25069358
fda,recall100.json,9,2117776,writing,20153595
rv,agni.json,5,89267,reading json,113840693
rv,agni.json,5,89267,inodes,2031157
rv,agni.json,5,89267,saving,1763225
rv,agni.json,5,89267,writing,1760408
ncdc,ncdc_datatypes.json,8,4013,reading json,5193665
ncdc,ncdc_datatypes.json,8,4013,inodes,133635
ncdc,ncdc_datatypes.json,8,4013,saving,113754
ncdc,ncdc_datatypes.json,8,4013,writing,103808
ncdc,ncdc_datasets.json,9,1625,reading json,2152571
ncdc,ncdc_datasets.json,9,1625,inodes,98165
ncdc,ncdc_datasets.json,9,1625,saving,78485
ncdc,ncdc_datasets.json,9,1625,writing,66583
doi,doi_10.1000_1.json,4,369,reading json,519430
doi,doi_10.1000_1.json,4,369,inodes,67656
doi,doi_10.1000_1.json,4,369,saving,38801
doi,doi_10.1000_1.json,4,369,writing,24053
json_org,json_eg4.json,3,3468,reading json,4503443
json_org,json_eg4.json,3,3468,inodes,107120
json_org,json_eg4.json,3,3468,saving,105938
json_org,json_eg4.json,3,3468,writing,60368
json_org,json_eg2.json,5,242,reading json,590865
json_org,json_eg2.json,5,242,inodes,75217
json_org,json_eg2.json,5,242,saving,29094
json_org,json_eg2.json,5,242,writing,18328
fda,tobacco_products.json,7,2345,reading json,3119163
fda,tobacco_products.json,7,2345,inodes,88794
fda,tobacco_products.json,7,2345,saving,68350
fda,tobacco_products.json,7,2345,writing,41735
penguin,grisham.json,2,22488,reading json,30398828
penguin,grisham.json,2,22488,inodes,845451
penguin,grisham.json,2,22488,saving,899179
penguin,grisham.json,2,22488,writing,649404
ncdc,ncdc_datacategories.json,4,1075,reading json,1427814
ncdc,ncdc_datacategories.json,4,1075,inodes,90455
ncdc,ncdc_datacategories.json,4,1075,saving,75348
ncdc,ncdc_datacategories.json,4,1075,writing,50670
json_org,json_eg2.json,2,242,reading json,351845
json_org,json_eg2.json,2,242,inodes,54723
json_org,json_eg2.json,2,242,saving,37299
json_org,json_eg2.json,2,242,writing,18331
gov.uk,bank-holidays.json,7,15124,reading json,21284788
gov.uk,bank-holidays.json,7,15124,inodes,643368
gov.uk,bank-holidays.json,7,15124,saving,1075144
gov.uk,bank-holidays.json,7,15124,writing,714734
fda,recall100.json,10,2117776,reading json,2653337792
fda,recall100.json,10,2117776,inodes,43185313
fda,recall100.json,10,2117776,saving,24987782
fda,recall100.json,10,2117776,writing,20388527
rv,demons.json,2,194,reading json,310585
rv,demons.json,2,194,inodes,52752
rv,demons.json,2,194,saving,26255
rv,demons.json,2,194,writing,19683
fake,object_null.json,7,95,reading json,163677
fake,object_null.json,7,95,inodes,26950
fake,object_null.json,7,95,saving,25504
fake,object_null.json,7,95,writing,11335
ncdc,ncdc_locations.json,8,2808,reading json,3671383
ncdc,ncdc_locations.json,8,2808,inodes,132590
ncdc,ncdc_locations.json,8,2808,saving,113631
ncdc,ncdc_locations.json,8,2808,writing,103382
fake,obj_rename.json,8,69,reading json,139619
fake,obj_rename.json,8,69,inodes,22845
fake,obj_rename.json,8,69,saving,15446
fake,obj_rename.json,8,69,writing,15821
gh,gh_apache2.json,1,12591,reading json,16466627
gh,gh_apache2.json,1,12591,inodes,66378
gh,gh_apache2.json,1,12591,saving,44559
gh,gh_apache2.json,1,12591,writing,87881
fda,waterpipe.json,2,1955,reading json,2519948
fda,waterpipe.json,2,1955,inodes,74380
fda,waterpipe.json,2,1955,saving,54778
fda,waterpipe.json,2,1955,writing,34881
doi,doi_10.1000_1.json,7,369,reading json,533907
doi,doi_10.1000_1.json,7,369,inodes,62515
doi,doi_10.1000_1.json,7,369,saving,41516
doi,doi_10.1000_1.json,7,369,writing,23712
penguin,bsd.json,2,5415,reading json,7084083
penguin,bsd.json,2,5415,inodes,121244
penguin,bsd.json,2,5415,saving,97579
penguin,bsd.json,2,5415,writing,64609
ncdc,ncdc_07030.json,7,111,reading json,212123
ncdc,ncdc_07030.json,7,111,inodes,40346
ncdc,ncdc_07030.json,7,111,saving,23687
ncdc,ncdc_07030.json,7,111,writing,24821
json_org,json_eg1.json,8,583,reading json,797368
json_org,json_eg1.json,8,583,inodes,58793
json_org,json_eg1.json,8,583,saving,33707
json_org,json_eg1.json,8,583,writing,27499
penguin,linux.json,10,64401,reading json,84861867
penguin,linux.json,10,64401,inodes,720097
penguin,linux.json,10,64401,saving,700409
penguin,linux.json,10,64401,writing,589106
penguin,rust.json,4,161726,reading json,206283486
penguin,rust.json,4,161726,inodes,779795
penguin,rust.json,4,161726,saving,867423
penguin,rust.json,4,161726,writing,772207
gh,kmt.json,1,4979,reading json,6475521
gh,kmt.json,1,4979,inodes,85935
gh,kmt.json,1,4979,saving,140384
gh,kmt.json,1,4979,writing,109672
penguin,linux.json,4,64401,reading json,83987292
penguin,linux.json,4,64401,inodes,639940
penguin,linux.json,4,64401,saving,726302
penguin,linux.json,4,64401,writing,593935
penguin,linux.json,2,64401,reading json,83852759
penguin,linux.json,2,64401,inodes,646522
penguin,linux.json,2,64401,saving,726274
penguin,linux.json,2,64401,writing,590427
fda,event100.json,7,2945177,reading json,3697454204
fda,event100.json,7,2945177,inodes,47399750
fda,event100.json,7,2945177,saving,27434731
fda,event100.json,7,2945177,writing,19931592
fake,object_null.json,2,95,reading json,160406
fake,object_null.json,2,95,inodes,49216
fake,object_null.json,2,95,saving,26822
fake,object_null.json,2,95,writing,12047
gh,ffs_issues.json,7,38158,reading json,49817603
gh,ffs_issues.json,7,38158,inodes,949687
gh,ffs_issues.json,7,38158,saving,727744
gh,ffs_issues.json,7,38158,writing,662379
json_org,json_eg3.json,3,602,reading json,810519
json_org,json_eg3.json,3,602,inodes,38217
json_org,json_eg3.json,3,602,saving,36602
json_org,json_eg3.json,3,602,writing,24282
fda,registrationlisting.json,8,3228,reading json,4414506
fda,registrationlisting.json,8,3228,inodes,97152
fda,registrationlisting.json,8,3228,saving,73006
fda,registrationlisting.json,8,3228,writing,44323
fda,event.json,7,1819,reading json,2671550
fda,event.json,7,1819,inodes,78795
fda,event.json,7,1819,saving,46243
fda,event.json,7,1819,writing,26858
json_org,json_eg2.json,7,242,reading json,355962
json_org,json_eg2.json,7,242,inodes,56284
json_org,json_eg2.json,7,242,saving,31171
json_org,json_eg2.json,7,242,writing,19301
ncdc,ncdc_stations_big.json,1,200908,reading json,256990492
ncdc,ncdc_stations_big.json,1,200908,inodes,6730000
ncdc,ncdc_stations_big.json,1,200908,saving,5324167
ncdc,ncdc_stations_big.json,1,200908,writing,4500358
ncdc,ncdc_07030.json,4,111,reading json,184176
ncdc,ncdc_07030.json,4,111,inodes,29035
ncdc,ncdc_07030.json,4,111,saving,24253
ncdc,ncdc_07030.json,4,111,writing,23475
ncdc,ncdc_locationcategories.json,10,543,reading json,816540
ncdc,ncdc_locationcategories.json,10,543,inodes,80568
ncdc,ncdc_locationcategories.json,10,543,saving,54959
ncdc,ncdc_locationcategories.json,10,543,writing,42446
penguin,grisham.json,3,22488,reading json,31574496
penguin,grisham.json,3,22488,inodes,986055
penguin,grisham.json,3,22488,saving,932085
penguin,grisham.json,3,22488,writing,654263
