source,file,run,size,activity,ns
fda,event.json,1,1819,writing,1721457
ncdc,ncdc_datasets.json,1,1625,reading,3599152
ncdc,ncdc_datasets.json,1,1625,loading,186129
ncdc,ncdc_datasets.json,1,1625,saving,68806
ncdc,ncdc_datasets.json,1,1625,writing,3140412
ncdc,ncdc_locations.json,1,2808,reading,6079131
ncdc,ncdc_locations.json,1,2808,loading,219400
ncdc,ncdc_locations.json,1,2808,saving,97780
ncdc,ncdc_locations.json,1,2808,writing,5833940
ncdc,ncdc_datacategories.json,1,1075,reading,2921852
ncdc,ncdc_datacategories.json,1,1075,loading,106961
ncdc,ncdc_datacategories.json,1,1075,saving,79414
ncdc,ncdc_datacategories.json,1,1075,writing,3319340
gh,mgree_repos.json,1,159905,reading,243081966
gh,mgree_repos.json,1,159905,loading,2259708
gh,mgree_repos.json,1,159905,saving,2323660
gh,mgree_repos.json,1,159905,writing,132488363
ncdc,ncdc_stations_big.json,1,200908,reading,301696497
ncdc,ncdc_stations_big.json,1,200908,loading,7510908
ncdc,ncdc_stations_big.json,1,200908,saving,4909671
ncdc,ncdc_stations_big.json,1,200908,writing,425843149
doi,doi_smoosh.json,1,537,reading,1751755
doi,doi_smoosh.json,1,537,loading,65047
doi,doi_smoosh.json,1,537,saving,46539
doi,doi_smoosh.json,1,537,writing,1470142
gh,ffs.json,1,5089,reading,9314126
gh,ffs.json,1,5089,loading,122060
gh,ffs.json,1,5089,saving,92831
gh,ffs.json,1,5089,writing,5349474
synthetic,object.json,1,77,reading,357792
synthetic,object.json,1,77,loading,32961
synthetic,object.json,1,77,saving,22649
synthetic,object.json,1,77,writing,286831
json.org,json_eg4.json,1,3468,reading,5924034
json.org,json_eg4.json,1,3468,loading,130810
json.org,json_eg4.json,1,3468,saving,151546
json.org,json_eg4.json,1,3468,writing,3494471
fda,tobacco_products.json,1,2345,reading,4310854
fda,tobacco_products.json,1,2345,loading,136820
fda,tobacco_products.json,1,2345,saving,59439
fda,tobacco_products.json,1,2345,writing,3160259
fda,tobacco10.json,1,6567,reading,13855670
fda,tobacco10.json,1,6567,loading,280783
fda,tobacco10.json,1,6567,saving,93980
fda,tobacco10.json,1,6567,writing,5879484
penguin,bsd.json,1,5415,reading,8631145
penguin,bsd.json,1,5415,loading,108937
penguin,bsd.json,1,5415,saving,78942
penguin,bsd.json,1,5415,writing,4424858
fda,event100.json,1,2945177,reading,4316049924
fda,event100.json,1,2945177,loading,50924812
fda,event100.json,1,2945177,saving,29717054
fda,event100.json,1,2945177,writing,2158000040
gh,kmt.json,1,4979,reading,12388129
gh,kmt.json,1,4979,loading,128596
gh,kmt.json,1,4979,saving,103578
gh,kmt.json,1,4979,writing,6333481
fda,tobacco.json,1,1144,reading,2604235
fda,tobacco.json,1,1144,loading,98984
fda,tobacco.json,1,1144,saving,39349
fda,tobacco.json,1,1144,writing,1123780
doi,doi_10.1000_1.json,1,369,reading,1651032
doi,doi_10.1000_1.json,1,369,loading,60114
doi,doi_10.1000_1.json,1,369,saving,52285
doi,doi_10.1000_1.json,1,369,writing,1040857
rv,human_male.json,1,603912,reading,880247537
rv,human_male.json,1,603912,loading,14287478
rv,human_male.json,1,603912,saving,10493764
rv,human_male.json,1,603912,writing,1019649921
rv,demons.json,1,194,reading,1281286
rv,demons.json,1,194,loading,63289
rv,demons.json,1,194,saving,25102
rv,demons.json,1,194,writing,488744
penguin,rust.json,1,161726,reading,241219038
penguin,rust.json,1,161726,loading,749010
penguin,rust.json,1,161726,saving,878072
penguin,rust.json,1,161726,writing,40401368
synthetic,obj_rename.json,1,69,reading,404152
synthetic,obj_rename.json,1,69,loading,27378
synthetic,obj_rename.json,1,69,saving,14246
synthetic,obj_rename.json,1,69,writing,314361
ncdc,ncdc_gsom_sample.json,1,2867,reading,5479014
ncdc,ncdc_gsom_sample.json,1,2867,loading,139064
ncdc,ncdc_gsom_sample.json,1,2867,saving,96473
ncdc,ncdc_gsom_sample.json,1,2867,writing,6487512
fda,registrationlisting100.json,1,214459,reading,326351594
fda,registrationlisting100.json,1,214459,loading,4180987
fda,registrationlisting100.json,1,214459,saving,3146411
fda,registrationlisting100.json,1,214459,writing,254849442
ncdc,ncdc_datatypes.json,1,4013,reading,6168447
ncdc,ncdc_datatypes.json,1,4013,loading,169882
ncdc,ncdc_datatypes.json,1,4013,saving,97933
ncdc,ncdc_datatypes.json,1,4013,writing,6266393
fda,recall50.json,1,1049501,reading,1516850010
fda,recall50.json,1,1049501,loading,24478380
fda,recall50.json,1,1049501,saving,12893951
fda,recall50.json,1,1049501,writing,1109863656
rv,agni.json,1,89267,reading,134850463
rv,agni.json,1,89267,loading,2081502
rv,agni.json,1,89267,saving,1530194
rv,agni.json,1,89267,writing,145347639
json.org,json_eg5.json,1,873,reading,2166091
json.org,json_eg5.json,1,873,loading,80344
json.org,json_eg5.json,1,873,saving,69325
json.org,json_eg5.json,1,873,writing,2469190
penguin,grisham.json,1,22488,reading,35736375
penguin,grisham.json,1,22488,loading,1061233
penguin,grisham.json,1,22488,saving,778041
penguin,grisham.json,1,22488,writing,52360282
