source,file,kind,direction,magnitude,run,size,activity,ns
micro,named_deep_4.json,named,deep,4,1,29,loading,43100
micro,named_deep_4.json,named,deep,4,1,29,saving,21362
micro,named_deep_4.json,named,deep,4,1,29,writing,282837
micro,list_wide_2.json,list,wide,2,1,12,reading,229145
micro,list_wide_2.json,list,wide,2,1,12,loading,53958
micro,list_wide_2.json,list,wide,2,1,12,saving,20323
micro,list_wide_2.json,list,wide,2,1,12,writing,171158
micro,named_wide_8.json,named,wide,8,1,74,reading,963323
micro,named_wide_8.json,named,wide,8,1,74,loading,35867
micro,named_wide_8.json,named,wide,8,1,74,saving,17940
micro,named_wide_8.json,named,wide,8,1,74,writing,451811
micro,named_wide_128.json,named,wide,128,1,1256,reading,2104583
micro,named_wide_128.json,named,wide,128,1,1256,loading,87556
micro,named_wide_128.json,named,wide,128,1,1256,saving,88183
micro,named_wide_128.json,named,wide,128,1,1256,writing,4587826
micro,named_deep_1.json,named,deep,1,1,11,reading,891433
micro,named_deep_1.json,named,deep,1,1,11,loading,30899
micro,named_deep_1.json,named,deep,1,1,11,saving,12695
micro,named_deep_1.json,named,deep,1,1,11,writing,172799
micro,list_wide_64.json,list,wide,64,1,322,reading,1349280
micro,list_wide_64.json,list,wide,64,1,322,loading,78534
micro,list_wide_64.json,list,wide,64,1,322,saving,27724
micro,list_wide_64.json,list,wide,64,1,322,writing,917649
micro,named_wide_32.json,named,wide,32,1,296,reading,1360586
micro,named_wide_32.json,named,wide,32,1,296,loading,38547
micro,named_wide_32.json,named,wide,32,1,296,saving,40241
micro,named_wide_32.json,named,wide,32,1,296,writing,1330957
micro,named_deep_32.json,named,deep,32,1,203,reading,595340
micro,named_deep_32.json,named,deep,32,1,203,loading,43597
micro,named_deep_32.json,named,deep,32,1,203,saving,49755
micro,named_deep_32.json,named,deep,32,1,203,writing,1526321
micro,list_wide_16.json,list,wide,16,1,82,reading,314794
micro,list_wide_16.json,list,wide,16,1,82,loading,50339
micro,list_wide_16.json,list,wide,16,1,82,saving,15307
micro,list_wide_16.json,list,wide,16,1,82,writing,301792
micro,named_deep_8.json,named,deep,8,1,53,reading,939073
micro,named_deep_8.json,named,deep,8,1,53,loading,31317
micro,named_deep_8.json,named,deep,8,1,53,saving,27605
micro,named_deep_8.json,named,deep,8,1,53,writing,419893
micro,named_deep_16.json,named,deep,16,1,101,reading,1068042
micro,named_deep_16.json,named,deep,16,1,101,loading,28966
micro,named_deep_16.json,named,deep,16,1,101,saving,34335
micro,named_deep_16.json,named,deep,16,1,101,writing,683679
micro,named_wide_16.json,named,wide,16,1,146,reading,1302762
micro,named_wide_16.json,named,wide,16,1,146,loading,57379
micro,named_wide_16.json,named,wide,16,1,146,saving,29348
micro,named_wide_16.json,named,wide,16,1,146,writing,736108
micro,list_wide_8.json,list,wide,8,1,42,reading,931536
micro,list_wide_8.json,list,wide,8,1,42,loading,47241
micro,list_wide_8.json,list,wide,8,1,42,saving,13656
micro,list_wide_8.json,list,wide,8,1,42,writing,218133
micro,list_deep_1.json,list,deep,1,1,7,reading,906378
micro,list_deep_1.json,list,deep,1,1,7,loading,58092
micro,list_deep_1.json,list,deep,1,1,7,saving,13447
micro,list_deep_1.json,list,deep,1,1,7,writing,163080
micro,named_wide_4.json,named,wide,4,1,38,reading,907156
micro,named_wide_4.json,named,wide,4,1,38,loading,29857
micro,named_wide_4.json,named,wide,4,1,38,saving,14313
micro,named_wide_4.json,named,wide,4,1,38,writing,298266
micro,named_deep_2.json,named,deep,2,1,17,reading,918053
micro,named_deep_2.json,named,deep,2,1,17,loading,21502
micro,named_deep_2.json,named,deep,2,1,17,saving,48277
micro,named_deep_2.json,named,deep,2,1,17,writing,261238
micro,list_wide_256.json,list,wide,256,1,1282,reading,2623498
micro,list_wide_256.json,list,wide,256,1,1282,loading,199524
micro,list_wide_256.json,list,wide,256,1,1282,saving,105855
micro,list_wide_256.json,list,wide,256,1,1282,writing,3321153
micro,list_deep_8.json,list,deep,8,1,21,reading,900016
micro,list_deep_8.json,list,deep,8,1,21,loading,47177
micro,list_deep_8.json,list,deep,8,1,21,saving,16279
micro,list_deep_8.json,list,deep,8,1,21,writing,243342
micro,named_wide_2.json,named,wide,2,1,20,reading,936920
micro,named_wide_2.json,named,wide,2,1,20,loading,31737
micro,named_wide_2.json,named,wide,2,1,20,saving,18572
micro,named_wide_2.json,named,wide,2,1,20,writing,212303
micro,named_deep_64.json,named,deep,64,1,427,reading,3451995
micro,named_deep_64.json,named,deep,64,1,427,loading,61418
micro,named_deep_64.json,named,deep,64,1,427,saving,150072
micro,named_deep_64.json,named,deep,64,1,427,writing,2973872
micro,list_deep_64.json,list,deep,64,1,133,reading,1129096
micro,list_deep_64.json,list,deep,64,1,133,loading,90452
micro,list_deep_64.json,list,deep,64,1,133,saving,50118
micro,list_deep_64.json,list,deep,64,1,133,writing,830353
micro,named_wide_1.json,named,wide,1,1,11,reading,339666
micro,named_wide_1.json,named,wide,1,1,11,loading,20189
micro,named_wide_1.json,named,wide,1,1,11,saving,13764
micro,named_wide_1.json,named,wide,1,1,11,writing,189796
micro,list_deep_2.json,list,deep,2,1,9,reading,874282
micro,list_deep_2.json,list,deep,2,1,9,loading,59254
micro,list_deep_2.json,list,deep,2,1,9,saving,14115
micro,list_deep_2.json,list,deep,2,1,9,writing,158582
