source,file,run,size,activity,ns
gh,ffs.json,1,5089,saving,93027
gh,ffs.json,1,5089,writing,4186523
fda,recall10.json,1,212061,reading,300764409
fda,recall10.json,1,212061,loading,31716
fda,recall10.json,1,212061,saving,1262706
fda,recall10.json,1,212061,writing,222510493
ncdc,ncdc_datacategories.json,1,1075,reading,2515029
ncdc,ncdc_datacategories.json,1,1075,loading,27961
ncdc,ncdc_datacategories.json,1,1075,saving,48454
ncdc,ncdc_datacategories.json,1,1075,writing,2939008
fda,tobacco_products.json,1,2345,reading,4024483
fda,tobacco_products.json,1,2345,loading,33026
fda,tobacco_products.json,1,2345,saving,39123
fda,tobacco_products.json,1,2345,writing,2576106
fda,tobacco100.json,1,63634,reading,92941119
fda,tobacco100.json,1,63634,loading,29386
fda,tobacco100.json,1,63634,saving,304635
fda,tobacco100.json,1,63634,writing,49627177
ncdc,ncdc_ewr_station.json,1,191,reading,1181664
ncdc,ncdc_ewr_station.json,1,191,loading,31627
ncdc,ncdc_ewr_station.json,1,191,saving,14363
ncdc,ncdc_ewr_station.json,1,191,writing,603710
gh,kmt.json,1,4979,reading,8739107
gh,kmt.json,1,4979,loading,76795
gh,kmt.json,1,4979,saving,72342
gh,kmt.json,1,4979,writing,4791472
rv,demons.json,1,194,reading,1260344
rv,demons.json,1,194,loading,67854
rv,demons.json,1,194,saving,17486
rv,demons.json,1,194,writing,455279
rv,agni.json,1,89267,reading,133168005
rv,agni.json,1,89267,loading,239421
rv,agni.json,1,89267,saving,947251
rv,agni.json,1,89267,writing,136245440
fda,registrationlisting.json,1,3228,reading,5424061
fda,registrationlisting.json,1,3228,loading,28682
fda,registrationlisting.json,1,3228,saving,42267
fda,registrationlisting.json,1,3228,writing,3382612
synthetic,obj_rename.json,1,69,reading,954491
synthetic,obj_rename.json,1,69,loading,34980
synthetic,obj_rename.json,1,69,saving,15995
synthetic,obj_rename.json,1,69,writing,349103
gh,mgree.json,1,1331,reading,2563432
gh,mgree.json,1,1331,loading,53139
gh,mgree.json,1,1331,saving,39391
gh,mgree.json,1,1331,writing,1490131
ncdc,ncdc_07030_stations.json,1,1476,reading,3299967
ncdc,ncdc_07030_stations.json,1,1476,loading,45400
ncdc,ncdc_07030_stations.json,1,1476,saving,33814
ncdc,ncdc_07030_stations.json,1,1476,writing,3593597
synthetic,list2.json,1,25,reading,887161
synthetic,list2.json,1,25,loading,51012
synthetic,list2.json,1,25,saving,12682
synthetic,list2.json,1,25,writing,396488
ncdc,ncdc_07030.json,1,111,reading,1150898
ncdc,ncdc_07030.json,1,111,loading,29696
ncdc,ncdc_07030.json,1,111,saving,13669
ncdc,ncdc_07030.json,1,111,writing,624790
ncdc,ncdc_stations_big.json,1,200908,reading,297621635
ncdc,ncdc_stations_big.json,1,200908,loading,29906
ncdc,ncdc_stations_big.json,1,200908,saving,1596193
ncdc,ncdc_stations_big.json,1,200908,writing,382516634
ncdc,ncdc_zips.json,1,2851,reading,4760945
ncdc,ncdc_zips.json,1,2851,loading,31141
ncdc,ncdc_zips.json,1,2851,saving,52850
ncdc,ncdc_zips.json,1,2851,writing,6180847
ncdc,ncdc_datasets.json,1,1625,reading,3082976
ncdc,ncdc_datasets.json,1,1625,loading,67240
ncdc,ncdc_datasets.json,1,1625,saving,33903
ncdc,ncdc_datasets.json,1,1625,writing,3373872
penguin,rust.json,1,161726,reading,233761531
penguin,rust.json,1,161726,loading,29150
penguin,rust.json,1,161726,saving,413125
penguin,rust.json,1,161726,writing,40922967
gh,ffs_issues.json,1,38158,reading,57319742
gh,ffs_issues.json,1,38158,loading,60266
gh,ffs_issues.json,1,38158,saving,212641
gh,ffs_issues.json,1,38158,writing,35494606
fda,waterpipe.json,1,1955,reading,3856805
fda,waterpipe.json,1,1955,loading,26625
fda,waterpipe.json,1,1955,saving,29047
fda,waterpipe.json,1,1955,writing,1500353
gh,gh_apache2.json,1,12591,reading,19674974
gh,gh_apache2.json,1,12591,loading,47699
gh,gh_apache2.json,1,12591,saving,45453
gh,gh_apache2.json,1,12591,writing,3457322
gh,gh_emoji.json,1,173641,reading,250477225
gh,gh_emoji.json,1,173641,loading,1002948
gh,gh_emoji.json,1,173641,saving,1504798
gh,gh_emoji.json,1,173641,writing,87263696
synthetic,object_null.json,1,95,reading,1184428
synthetic,object_null.json,1,95,loading,29649
synthetic,object_null.json,1,95,saving,23328
synthetic,object_null.json,1,95,writing,331025
